churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,churn_month,churn_year,churn_month_label,churn_category
C-4b854f,A-ef84cf,2024-09-28,pricing,0.0,1,0,1,too expensive,9,2024,2024-09,OTHER
C-1124ed,A-439b2f,2024-08-02,pricing,17.06,0,0,1,,8,2024,2024-08,OTHER
C-370962,A-075038,2024-09-05,features,6.38,0,0,0,,9,2024,2024-09,PRODUCT
C-cc90be,A-d82ef9,2024-08-06,budget,74.94,0,0,0,switched to competitor,8,2024,2024-08,PRICING
C-89af4e,A-d77f4c,2024-08-06,budget,0.0,0,1,0,too expensive,8,2024,2024-08,PRICING
C-e73b7f,A-e1462e,2023-10-05,support,0.0,0,0,1,too expensive,10,2023,2023-10,SUPPORT
C-5e0998,A-faa28c,2024-05-24,features,0.0,0,0,0,missing features,5,2024,2024-05,PRODUCT
C-09b7c7,A-08e34e,2024-09-01,features,3.57,0,0,0,missing features,9,2024,2024-09,PRODUCT
C-2299d7,A-fd7ad3,2024-11-23,support,0.0,0,0,0,too expensive,11,2024,2024-11,SUPPORT
C-67d3e1,A-86fc1d,2024-08-12,support,0.0,1,0,0,,8,2024,2024-08,SUPPORT
C-ca5f4b,A-832ec2,2024-09-15,pricing,0.0,1,0,0,switched to competitor,9,2024,2024-09,OTHER
C-0340b2,A-029f69,2024-10-31,competitor,0.0,0,0,0,switched to competitor,10,2024,2024-10,COMPETITION
C-5368b0,A-e83938,2024-08-11,pricing,0.0,0,0,0,switched to competitor,8,2024,2024-08,OTHER
C-ca81a1,A-ccc747,2024-09-02,competitor,0.0,0,0,0,switched to competitor,9,2024,2024-09,COMPETITION
C-ad7ea3,A-8145a0,2023-07-12,features,0.0,0,0,0,missing features,7,2023,2023-07,PRODUCT
C-864169,A-526d93,2024-08-05,support,6.77,0,0,0,switched to competitor,8,2024,2024-08,SUPPORT
C-488b42,A-1b707d,2023-07-21,competitor,0.0,0,0,1,missing features,7,2023,2023-07,COMPETITION
C-ce47da,A-cc102e,2024-11-19,pricing,61.1,0,0,0,switched to competitor,11,2024,2024-11,OTHER
C-fb2a95,A-902ef7,2024-09-26,pricing,0.0,0,0,0,too expensive,9,2024,2024-09,OTHER
C-8d834b,A-798a3f,2024-07-19,support,0.0,0,0,0,,7,2024,2024-07,SUPPORT
C-9e8172,A-ad64c6,2024-07-03,support,19.08,0,0,0,missing features,7,2024,2024-07,SUPPORT
C-474d36,A-6f50ae,2024-02-26,features,0.0,0,0,1,,2,2024,2024-02,PRODUCT
C-b7e6ac,A-9208f0,2024-05-24,budget,66.37,0,0,0,too expensive,5,2024,2024-05,PRICING
C-ffc2b8,A-0354fe,2024-11-15,unknown,0.0,0,0,0,switched to competitor,11,2024,2024-11,OTHER
C-a1bcf0,A-5ed98d,2024-09-27,features,0.0,0,0,0,missing features,9,2024,2024-09,PRODUCT
C-675c0a,A-a09355,2024-10-18,support,135.11,0,0,0,,10,2024,2024-10,SUPPORT
C-458075,A-4437e4,2024-06-21,features,0.0,0,0,0,too expensive,6,2024,2024-06,PRODUCT
C-3003bc,A-c58f49,2024-09-03,unknown,152.36,0,0,0,too expensive,9,2024,2024-09,OTHER
C-6ac144,A-6f50ae,2023-11-06,unknown,0.0,0,0,0,missing features,11,2023,2023-11,OTHER
C-9bb1b6,A-5ed98d,2024-10-02,competitor,0.0,0,1,0,missing features,10,2024,2024-10,COMPETITION
C-07fd6b,A-e351e1,2024-10-30,unknown,113.84,0,1,0,missing features,10,2024,2024-10,OTHER
C-2e2f04,A-2d1036,2024-10-19,budget,0.0,1,0,0,missing features,10,2024,2024-10,PRICING
C-2fc9c4,A-b30291,2024-09-03,competitor,277.54,0,1,0,too expensive,9,2024,2024-09,COMPETITION
C-109d03,A-1f0ac7,2024-11-08,support,0.0,1,0,0,missing features,11,2024,2024-11,SUPPORT
C-af7968,A-712426,2024-11-21,pricing,0.0,1,0,0,missing features,11,2024,2024-11,OTHER
C-785e8e,A-f25509,2024-11-10,features,0.0,0,0,0,,11,2024,2024-11,PRODUCT
C-2886ac,A-bcbe98,2024-11-25,competitor,0.0,0,0,0,missing features,11,2024,2024-11,COMPETITION
C-a40fa4,A-4c6f11,2024-06-29,competitor,0.0,0,0,0,too expensive,6,2024,2024-06,COMPETITION
C-965d90,A-df10db,2024-05-19,competitor,0.0,0,0,0,missing features,5,2024,2024-05,COMPETITION
C-6a6ed3,A-c1dfe1,2023-09-21,pricing,0.0,1,0,0,missing features,9,2023,2023-09,OTHER
C-9c89ca,A-3a7284,2024-12-26,unknown,0.0,0,0,0,missing features,12,2024,2024-12,OTHER
C-1dce6d,A-751c58,2024-12-16,budget,0.0,0,0,0,too expensive,12,2024,2024-12,PRICING
C-0d5e99,A-68f37c,2024-06-29,unknown,0.0,0,0,1,too expensive,6,2024,2024-06,OTHER
C-05bc56,A-533452,2024-11-17,features,0.0,0,1,1,missing features,11,2024,2024-11,PRODUCT
C-887a83,A-0baac2,2024-07-15,unknown,0.0,1,0,0,missing features,7,2024,2024-07,OTHER
C-84f039,A-b7724f,2024-01-01,support,78.25,1,0,0,missing features,1,2024,2024-01,SUPPORT
C-aad0f7,A-0dbdc6,2023-11-26,support,0.0,0,1,0,missing features,11,2023,2023-11,SUPPORT
C-6ab303,A-4c6f11,2024-10-18,competitor,0.0,0,0,0,too expensive,10,2024,2024-10,COMPETITION
C-4a3e8e,A-54ecc2,2024-11-23,support,0.0,1,0,0,,11,2024,2024-11,SUPPORT
C-f67026,A-b7ef83,2024-07-24,budget,60.25,1,0,0,missing features,7,2024,2024-07,PRICING
C-c6f6fe,A-922109,2024-12-17,support,0.0,0,0,0,,12,2024,2024-12,SUPPORT
C-374d5d,A-c43359,2024-12-12,unknown,0.0,1,0,0,too expensive,12,2024,2024-12,OTHER
C-8ae2f5,A-f25509,2024-05-17,features,0.0,0,0,1,,5,2024,2024-05,PRODUCT
C-c66a6c,A-02cd81,2024-04-30,pricing,0.0,0,0,0,,4,2024,2024-04,OTHER
C-7007f0,A-67be94,2024-05-28,support,74.55,0,0,0,missing features,5,2024,2024-05,SUPPORT
C-b411ad,A-ba6516,2024-03-17,budget,0.0,0,0,0,,3,2024,2024-03,PRICING
C-ca1379,A-ee42db,2024-11-12,unknown,23.52,0,0,0,,11,2024,2024-11,OTHER
C-615769,A-ccb686,2024-11-08,unknown,0.0,0,0,0,switched to competitor,11,2024,2024-11,OTHER
C-db2e8d,A-b7724f,2023-08-25,unknown,52.88,0,0,0,missing features,8,2023,2023-08,OTHER
C-ed73ea,A-5a3eb9,2024-04-14,features,0.0,1,0,0,,4,2024,2024-04,PRODUCT
C-e20d30,A-fd7ad3,2024-12-31,unknown,0.0,1,0,0,,12,2024,2024-12,OTHER
C-e42d29,A-a865bd,2023-11-26,unknown,0.0,0,0,0,missing features,11,2023,2023-11,OTHER
C-cd8fba,A-b7ef83,2024-06-01,unknown,0.0,0,0,1,too expensive,6,2024,2024-06,OTHER
C-2de339,A-e83938,2024-12-29,budget,13.5,0,0,0,,12,2024,2024-12,PRICING
C-ec714a,A-533452,2024-12-16,support,15.23,0,0,0,missing features,12,2024,2024-12,SUPPORT
C-a6aa23,A-ee42db,2023-10-13,support,0.0,0,1,0,missing features,10,2023,2023-10,SUPPORT
C-3b4085,A-4f18f0,2024-05-27,features,0.0,1,0,0,,5,2024,2024-05,PRODUCT
C-437da0,A-f6b2fb,2024-07-11,support,0.0,1,0,0,,7,2024,2024-07,SUPPORT
C-92da55,A-d26ab4,2024-12-26,pricing,86.02,0,0,0,too expensive,12,2024,2024-12,OTHER
C-307676,A-05f0e5,2024-01-14,unknown,0.0,1,0,0,missing features,1,2024,2024-01,OTHER
C-22d30d,A-d3c88e,2024-11-18,support,0.0,0,0,0,too expensive,11,2024,2024-11,SUPPORT
C-a4a4a7,A-104f1a,2024-09-09,features,0.0,0,0,0,switched to competitor,9,2024,2024-09,PRODUCT
C-16ddba,A-b2225d,2024-05-16,support,0.0,1,0,0,switched to competitor,5,2024,2024-05,SUPPORT
C-e8f3f5,A-5790f4,2024-12-31,competitor,0.0,1,0,0,too expensive,12,2024,2024-12,COMPETITION
C-6b9663,A-104f1a,2024-12-11,unknown,0.0,0,0,0,missing features,12,2024,2024-12,OTHER
C-65cff3,A-ccc747,2024-08-07,budget,104.25,1,0,0,,8,2024,2024-08,PRICING
C-a860c5,A-5f7781,2024-12-25,pricing,0.0,0,0,0,,12,2024,2024-12,OTHER
C-37929d,A-e1b9cd,2024-10-01,unknown,0.0,0,0,0,switched to competitor,10,2024,2024-10,OTHER
C-efe5bb,A-7988d1,2024-01-06,budget,0.0,0,0,0,too expensive,1,2024,2024-01,PRICING
C-248550,A-2922b6,2024-12-25,competitor,0.0,0,0,0,missing features,12,2024,2024-12,COMPETITION
C-38ef8e,A-0baac2,2024-09-30,pricing,0.0,0,0,0,too expensive,9,2024,2024-09,OTHER
C-885a34,A-71615e,2024-07-16,pricing,0.0,1,0,0,missing features,7,2024,2024-07,OTHER
C-c4582f,A-9f0b68,2024-11-01,pricing,0.0,1,0,0,,11,2024,2024-11,OTHER
C-370175,A-9779ad,2024-08-03,competitor,0.0,0,0,0,missing features,8,2024,2024-08,COMPETITION
C-a529cf,A-bb3bd4,2024-05-30,pricing,0.0,1,0,0,missing features,5,2024,2024-05,OTHER
C-cc0058,A-f3ff05,2024-10-20,unknown,0.0,0,0,0,too expensive,10,2024,2024-10,OTHER
C-ae47d1,A-425e76,2024-10-22,competitor,0.0,0,0,0,switched to competitor,10,2024,2024-10,COMPETITION
C-59499c,A-fd7ad3,2024-11-12,pricing,70.03,0,0,0,switched to competitor,11,2024,2024-11,OTHER
C-b56a35,A-702032,2024-06-14,competitor,0.0,0,0,0,switched to competitor,6,2024,2024-06,COMPETITION
C-7e7822,A-dbc825,2024-02-03,budget,0.0,0,0,0,,2,2024,2024-02,PRICING
C-484fba,A-0a282f,2024-12-31,support,62.66,0,1,0,too expensive,12,2024,2024-12,SUPPORT
C-22f536,A-e5d6ab,2024-05-11,competitor,0.0,1,0,0,,5,2024,2024-05,COMPETITION
C-5e0b68,A-1f559b,2024-09-28,features,0.0,0,0,0,,9,2024,2024-09,PRODUCT
