subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,duration_days,duration_months,subscription_status
S-7de656,A-f17767,2023-02-15,2023-08-25,PRO,14,686,8232,0,0,0,1,annual,1,191.0,6.4,CHURNED
S-f2ccdd,A-956988,2024-12-30,,ENTERPRISE,32,6368,76416,0,0,0,0,annual,1,,,ACTIVE
S-e2fd71,A-158f4e,2023-11-29,,BASIC,61,1159,13908,0,0,0,0,monthly,1,,,ACTIVE
S-9b493e,A-5b051a,2024-11-23,,BASIC,22,418,5016,0,0,0,0,monthly,1,,,ACTIVE
S-742e23,A-aa9511,2024-06-23,,PRO,23,1127,13524,0,0,0,0,annual,1,,,ACTIVE
S-e7fe6f,A-35083d,2024-07-22,,PRO,42,2058,24696,0,1,0,0,annual,1,,,UPGRADED
S-2940a5,A-b2225d,2024-04-02,,ENTERPRISE,47,0,0,1,0,1,0,annual,0,,,DOWNGRADED
S-0fc93f,A-5fe118,2024-12-04,,BASIC,39,741,8892,0,0,0,0,annual,0,,,ACTIVE
S-81a509,A-8b25f2,2024-09-10,,BASIC,11,209,2508,0,1,0,0,annual,1,,,UPGRADED
S-62f5b1,A-20736a,2024-11-23,,ENTERPRISE,50,9950,119400,0,1,0,0,annual,1,,,UPGRADED
S-a801d1,A-4c38bc,2024-04-03,,ENTERPRISE,36,7164,85968,0,0,0,0,monthly,1,,,ACTIVE
S-ad1e4a,A-d3c88e,2024-11-01,,BASIC,16,0,0,1,1,0,0,monthly,1,,,UPGRADED
S-ad3ef7,A-35083d,2023-06-03,,ENTERPRISE,19,0,0,1,0,0,0,annual,1,,,ACTIVE
S-a5a40b,A-180abf,2023-09-16,2023-11-06,ENTERPRISE,64,12736,152832,0,0,0,1,annual,0,51.0,1.7,CHURNED
S-05b245,A-e61e98,2024-09-01,,ENTERPRISE,34,6766,81192,0,0,0,0,annual,1,,,ACTIVE
S-3cc641,A-3be56b,2024-05-14,,BASIC,7,133,1596,0,1,0,0,monthly,0,,,UPGRADED
S-f973d4,A-5247b3,2024-07-27,,PRO,24,1176,14112,0,1,0,0,monthly,1,,,UPGRADED
S-f25e72,A-66224b,2024-11-13,,PRO,92,4508,54096,0,0,0,0,annual,1,,,ACTIVE
S-4f81c2,A-ed510f,2024-09-18,,PRO,42,2058,24696,0,0,0,0,monthly,0,,,ACTIVE
S-b65ff3,A-c37601,2024-11-11,,ENTERPRISE,6,1194,14328,0,0,0,0,annual,1,,,ACTIVE
S-5f5b36,A-d42431,2024-08-26,,ENTERPRISE,22,4378,52536,0,0,0,0,monthly,1,,,ACTIVE
S-e5c35c,A-66224b,2024-11-27,,ENTERPRISE,92,18308,219696,0,0,0,0,monthly,1,,,ACTIVE
S-bc66af,A-157070,2024-02-12,2024-10-02,PRO,18,882,10584,0,0,0,1,monthly,1,233.0,7.8,CHURNED
S-eff39c,A-118f1c,2024-10-31,,ENTERPRISE,32,6368,76416,0,0,0,0,annual,1,,,ACTIVE
S-3c0075,A-9123ac,2024-05-27,,BASIC,11,209,2508,0,0,0,0,monthly,1,,,ACTIVE
S-aaaa83,A-712533,2024-04-26,,BASIC,45,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-a09141,A-e3bd71,2023-04-03,,ENTERPRISE,31,6169,74028,0,0,0,0,annual,0,,,ACTIVE
S-19edee,A-55f257,2024-08-19,,ENTERPRISE,21,4179,50148,0,0,0,0,monthly,0,,,ACTIVE
S-6f0169,A-86cdb4,2024-10-23,2024-11-06,PRO,3,147,1764,0,0,0,1,monthly,1,14.0,0.5,CHURNED
S-bfdb45,A-cb6cc6,2023-04-20,,ENTERPRISE,13,0,0,1,0,0,0,annual,1,,,ACTIVE
S-9da0f3,A-1d5444,2024-05-13,,ENTERPRISE,41,8159,97908,0,1,0,0,monthly,1,,,UPGRADED
S-68adfa,A-7f29a7,2024-10-06,,BASIC,41,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-fcd231,A-712426,2024-12-31,,ENTERPRISE,63,0,0,1,0,0,0,annual,1,,,ACTIVE
S-9a1e04,A-de24d5,2024-12-06,,ENTERPRISE,5,995,11940,0,0,0,0,annual,1,,,ACTIVE
S-38b3b4,A-533452,2024-11-28,,ENTERPRISE,26,5174,62088,0,0,0,0,annual,1,,,ACTIVE
S-b69fa2,A-029f69,2024-09-09,,PRO,27,1323,15876,0,0,0,0,monthly,0,,,ACTIVE
S-a924c2,A-3cc791,2024-07-08,,PRO,6,294,3528,0,0,0,0,annual,1,,,ACTIVE
S-05553e,A-bc87bc,2024-11-26,,ENTERPRISE,31,6169,74028,0,0,0,0,annual,1,,,ACTIVE
S-6ace80,A-6f8ad2,2024-09-16,,ENTERPRISE,7,1393,16716,0,0,0,0,monthly,1,,,ACTIVE
S-0b2faf,A-c45b23,2024-07-05,,BASIC,15,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-c01d79,A-296d7c,2024-07-19,,BASIC,24,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-df69fe,A-e7a1e2,2024-12-29,,ENTERPRISE,44,8756,105072,0,0,0,0,annual,1,,,ACTIVE
S-f9d635,A-a1b80b,2024-03-11,,ENTERPRISE,52,10348,124176,0,0,0,0,monthly,0,,,ACTIVE
S-d96652,A-503d5a,2024-05-01,,ENTERPRISE,7,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-869bba,A-b9f5b1,2023-10-31,,ENTERPRISE,15,0,0,1,0,0,0,annual,0,,,ACTIVE
S-7c1eb9,A-d3c88e,2024-12-24,,BASIC,21,399,4788,0,0,0,0,annual,0,,,ACTIVE
S-3f00dc,A-6f50ae,2024-09-02,,PRO,19,931,11172,0,0,0,0,annual,1,,,ACTIVE
S-60ea07,A-3be56b,2024-08-22,,PRO,14,686,8232,0,0,0,0,annual,1,,,ACTIVE
S-7052a5,A-d5a319,2023-11-15,,BASIC,16,304,3648,0,0,0,0,annual,1,,,ACTIVE
S-1b713e,A-1d5444,2024-11-26,,BASIC,24,0,0,1,1,0,0,annual,0,,,UPGRADED
S-63e79e,A-7c5768,2024-10-20,,ENTERPRISE,25,0,0,1,0,0,0,annual,1,,,ACTIVE
S-a54fb2,A-8ae05d,2024-06-01,,BASIC,86,1634,19608,0,0,0,0,annual,0,,,ACTIVE
S-07734f,A-b7ef83,2024-11-20,,BASIC,8,152,1824,0,0,0,0,annual,1,,,ACTIVE
S-6015db,A-b179bf,2024-11-15,,ENTERPRISE,43,8557,102684,0,0,0,0,annual,1,,,ACTIVE
S-1e3a06,A-2b9d3e,2024-12-26,,ENTERPRISE,2,398,4776,0,0,0,0,monthly,1,,,ACTIVE
S-82a67a,A-712426,2024-12-11,2024-12-13,PRO,15,735,8820,0,0,0,1,annual,1,2.0,0.1,CHURNED
S-531e3a,A-e5d6ab,2024-07-22,,BASIC,39,741,8892,0,0,0,0,monthly,1,,,ACTIVE
S-7d8dde,A-3932db,2024-11-29,,ENTERPRISE,35,6965,83580,0,0,0,0,monthly,1,,,ACTIVE
S-f00f7e,A-35083d,2024-09-09,,PRO,25,1225,14700,0,0,0,0,monthly,1,,,ACTIVE
S-92f78a,A-6e08f3,2024-02-22,,ENTERPRISE,11,2189,26268,0,0,0,0,monthly,1,,,ACTIVE
S-1200b3,A-32fb14,2023-11-19,,BASIC,26,494,5928,0,0,0,0,annual,0,,,ACTIVE
S-e2799b,A-4c56c9,2024-05-13,,ENTERPRISE,13,2587,31044,0,0,0,0,monthly,0,,,ACTIVE
S-155b3e,A-18793f,2024-12-19,,ENTERPRISE,148,29452,353424,0,0,0,0,annual,0,,,ACTIVE
S-691bff,A-9174e0,2024-12-27,,BASIC,37,703,8436,0,0,0,0,annual,0,,,ACTIVE
S-5ddf8d,A-7f6b86,2024-12-06,,BASIC,45,855,10260,0,0,0,0,annual,1,,,ACTIVE
S-57019e,A-ad296b,2024-07-23,,PRO,38,0,0,1,0,0,0,annual,1,,,ACTIVE
S-36480d,A-52dd88,2024-12-04,,PRO,30,1470,17640,0,0,0,0,annual,1,,,ACTIVE
S-ad7716,A-af0cd2,2023-04-13,,PRO,19,931,11172,0,0,0,0,annual,0,,,ACTIVE
S-6cd38d,A-202b67,2024-08-28,,BASIC,22,418,5016,0,0,0,0,annual,1,,,ACTIVE
S-88c79e,A-e3bd71,2024-02-18,2024-04-29,ENTERPRISE,31,6169,74028,0,0,0,1,monthly,1,71.0,2.4,CHURNED
S-42fb01,A-bece89,2024-02-08,,PRO,28,1372,16464,0,0,0,0,monthly,1,,,ACTIVE
S-393c51,A-ba6516,2024-04-02,,BASIC,27,513,6156,0,0,1,0,annual,1,,,DOWNGRADED
S-29ec80,A-625d0b,2024-12-29,,ENTERPRISE,9,1791,21492,0,0,0,0,annual,1,,,ACTIVE
S-9bf16e,A-533452,2024-11-23,2024-12-20,PRO,9,441,5292,0,0,0,1,monthly,1,27.0,0.9,CHURNED
S-5d5a8d,A-2922b6,2024-12-17,2024-12-28,PRO,15,735,8820,0,0,0,1,annual,1,11.0,0.4,CHURNED
S-b18d59,A-bd4708,2024-10-20,,PRO,37,1813,21756,0,0,0,0,annual,1,,,ACTIVE
S-56cb4f,A-cab532,2024-07-23,,PRO,23,1127,13524,0,0,0,0,annual,1,,,ACTIVE
S-3fa87d,A-81edc3,2023-11-13,,ENTERPRISE,5,995,11940,0,0,0,0,monthly,1,,,ACTIVE
S-96e3e8,A-d3c88e,2024-12-10,,BASIC,16,304,3648,0,1,0,0,monthly,1,,,UPGRADED
S-b834a9,A-dcc3f1,2024-05-29,,BASIC,26,494,5928,0,0,0,0,annual,1,,,ACTIVE
S-7452a4,A-118d55,2024-12-30,2024-12-31,ENTERPRISE,29,5771,69252,0,0,0,1,monthly,1,1.0,0.0,CHURNED
S-7b65f4,A-7f29a7,2024-11-07,2024-12-02,BASIC,41,779,9348,0,0,0,1,monthly,0,25.0,0.8,CHURNED
S-a3300f,A-81edc3,2024-12-16,,ENTERPRISE,5,995,11940,0,0,0,0,annual,1,,,ACTIVE
S-a9b904,A-7641d3,2023-04-12,,BASIC,8,152,1824,0,0,0,0,monthly,1,,,ACTIVE
S-43b6e9,A-bbc346,2024-12-13,,ENTERPRISE,27,5373,64476,0,0,0,0,monthly,1,,,ACTIVE
S-eec4d5,A-0532a9,2024-12-10,,BASIC,19,361,4332,0,0,0,0,annual,1,,,ACTIVE
S-7ac30a,A-54ecc2,2024-10-16,,ENTERPRISE,5,995,11940,0,0,0,0,annual,1,,,ACTIVE
S-c696fa,A-db5e9e,2024-11-12,,BASIC,9,171,2052,0,0,0,0,monthly,1,,,ACTIVE
S-86ed20,A-3f9cc0,2024-07-25,,ENTERPRISE,22,4378,52536,0,0,0,0,monthly,0,,,ACTIVE
S-dda681,A-8bde0c,2024-12-21,,PRO,12,588,7056,0,0,0,0,monthly,0,,,ACTIVE
S-88d746,A-0aaf6e,2024-12-26,,ENTERPRISE,18,3582,42984,0,0,0,0,monthly,1,,,ACTIVE
S-fc01ba,A-ba6516,2024-09-14,,PRO,35,0,0,1,0,1,0,monthly,1,,,DOWNGRADED
S-0586ad,A-7920cc,2024-07-28,,ENTERPRISE,39,7761,93132,0,0,0,0,monthly,1,,,ACTIVE
S-24631a,A-4d1e75,2024-09-07,,BASIC,20,380,4560,0,0,0,0,monthly,1,,,ACTIVE
S-3d0e5c,A-dcc2f0,2023-11-22,,ENTERPRISE,19,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-519509,A-1ac5e0,2024-11-15,,BASIC,33,627,7524,0,0,0,0,annual,0,,,ACTIVE
S-8b9deb,A-6c093d,2024-09-12,2024-11-01,PRO,7,343,4116,0,0,0,1,monthly,1,50.0,1.7,CHURNED
S-31178d,A-b7ef83,2024-06-29,,PRO,26,1274,15288,0,0,0,0,annual,1,,,ACTIVE
S-b29d83,A-51ec1b,2024-02-10,,BASIC,11,209,2508,0,0,0,0,annual,1,,,ACTIVE
S-a384d2,A-d62e02,2024-12-10,,ENTERPRISE,21,4179,50148,0,0,0,0,monthly,1,,,ACTIVE
S-a61485,A-d922bf,2023-11-21,,ENTERPRISE,32,6368,76416,0,0,0,0,monthly,1,,,ACTIVE
S-d1f12e,A-3a5ad8,2024-02-15,,ENTERPRISE,31,6169,74028,0,0,0,0,monthly,1,,,ACTIVE
S-021985,A-66224b,2024-12-22,2024-12-30,ENTERPRISE,92,18308,219696,0,0,0,1,monthly,0,8.0,0.3,CHURNED
S-6cb472,A-922109,2024-09-27,,PRO,8,392,4704,0,0,0,0,annual,1,,,ACTIVE
S-fdb8f1,A-09316c,2024-09-23,,ENTERPRISE,70,13930,167160,0,0,0,0,annual,1,,,ACTIVE
S-d9d52b,A-22d9d2,2024-08-09,,PRO,30,1470,17640,0,0,0,0,annual,1,,,ACTIVE
S-6754a4,A-1f559b,2024-10-17,,BASIC,10,190,2280,0,0,0,0,annual,0,,,ACTIVE
S-b11cdb,A-05d3b3,2024-08-05,2024-08-12,BASIC,24,456,5472,0,0,0,1,annual,1,7.0,0.2,CHURNED
S-a84e7f,A-e89151,2023-11-14,,ENTERPRISE,8,1592,19104,0,0,0,0,annual,1,,,ACTIVE
S-4f3f73,A-1b9609,2024-08-04,2024-08-12,PRO,4,196,2352,0,0,0,1,annual,1,8.0,0.3,CHURNED
S-164594,A-c42f1f,2024-10-26,,BASIC,15,285,3420,0,0,0,0,annual,0,,,ACTIVE
S-aef18a,A-4a267b,2024-11-06,,PRO,25,0,0,1,1,0,0,annual,1,,,UPGRADED
S-16dc40,A-ce550d,2024-11-16,,PRO,51,2499,29988,0,1,0,0,monthly,1,,,UPGRADED
S-a8299c,A-e60f9d,2024-12-03,,ENTERPRISE,29,5771,69252,0,0,0,0,monthly,1,,,ACTIVE
S-842582,A-104f1a,2024-09-24,,PRO,45,0,0,1,0,0,0,annual,1,,,ACTIVE
S-6956dc,A-40906c,2024-06-06,,PRO,92,4508,54096,0,0,0,0,annual,1,,,ACTIVE
S-2aad81,A-700ade,2024-11-25,,BASIC,7,133,1596,0,0,0,0,annual,1,,,ACTIVE
S-f09511,A-4437e4,2024-05-14,,ENTERPRISE,3,597,7164,0,1,0,0,monthly,1,,,UPGRADED
S-52d03a,A-342303,2024-11-30,,ENTERPRISE,10,0,0,1,0,0,0,annual,1,,,ACTIVE
S-70b537,A-526d93,2024-09-26,,ENTERPRISE,43,8557,102684,0,1,0,0,annual,0,,,UPGRADED
S-8e7d28,A-7f6b86,2024-07-05,,PRO,45,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-3128b4,A-30b4ca,2024-05-27,,ENTERPRISE,86,17114,205368,0,0,0,0,monthly,0,,,ACTIVE
S-ce9977,A-42e5e1,2024-08-02,,ENTERPRISE,53,0,0,1,1,0,0,monthly,1,,,UPGRADED
S-16486d,A-0651a4,2024-12-15,,PRO,16,784,9408,0,0,0,0,monthly,1,,,ACTIVE
S-c5835c,A-812c5b,2024-06-25,,BASIC,55,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-890baf,A-6e7827,2024-04-22,,PRO,3,147,1764,0,0,0,0,monthly,1,,,ACTIVE
S-ec0efa,A-45ce7a,2024-04-04,,BASIC,22,418,5016,0,0,0,0,monthly,1,,,ACTIVE
S-09ada1,A-87aa7b,2024-11-23,,BASIC,24,456,5472,0,0,0,0,annual,1,,,ACTIVE
S-2ecaea,A-756192,2024-06-28,,ENTERPRISE,25,4975,59700,0,0,0,0,monthly,1,,,ACTIVE
S-0d86a4,A-700ade,2024-11-11,,PRO,12,588,7056,0,0,0,0,monthly,0,,,ACTIVE
S-a2f231,A-1f559b,2024-04-21,,PRO,59,2891,34692,0,0,0,0,monthly,0,,,ACTIVE
S-dbcf87,A-a8d89d,2024-09-26,,ENTERPRISE,13,2587,31044,0,0,0,0,monthly,1,,,ACTIVE
S-d6e421,A-fd7ad3,2024-11-17,,PRO,10,0,0,1,0,0,0,annual,1,,,ACTIVE
S-50815c,A-e3bd71,2024-01-11,,BASIC,31,589,7068,0,0,0,0,monthly,1,,,ACTIVE
S-25ec8c,A-6965e1,2024-12-05,,PRO,16,0,0,1,0,0,0,monthly,0,,,ACTIVE
S-180b6c,A-f3ff05,2024-12-02,,BASIC,30,570,6840,0,0,0,0,monthly,1,,,ACTIVE
S-ae20d8,A-9289f6,2023-07-04,2023-07-09,BASIC,12,228,2736,0,1,0,1,annual,1,5.0,0.2,CHURNED
S-cb3c72,A-69b156,2024-06-16,,ENTERPRISE,13,2587,31044,0,0,0,0,monthly,1,,,ACTIVE
S-7bb339,A-fa3095,2023-12-06,,ENTERPRISE,70,13930,167160,0,0,0,0,annual,1,,,ACTIVE
S-374d5f,A-fabe19,2024-11-24,,ENTERPRISE,5,995,11940,0,0,0,0,annual,1,,,ACTIVE
S-2f7250,A-3ce5b8,2024-03-05,,PRO,36,1764,21168,0,0,0,0,monthly,1,,,ACTIVE
S-1d081a,A-ad3abd,2023-05-10,2024-07-20,PRO,44,2156,25872,0,0,0,1,annual,1,437.0,14.6,CHURNED
S-0e9f04,A-7c83a1,2024-05-24,,ENTERPRISE,12,2388,28656,0,0,0,0,monthly,1,,,ACTIVE
S-d7163c,A-118d55,2024-12-27,,PRO,11,539,6468,0,0,1,0,monthly,1,,,DOWNGRADED
S-3bdedd,A-378b99,2024-11-03,,BASIC,59,1121,13452,0,0,0,0,monthly,1,,,ACTIVE
S-14a95a,A-ffc04f,2024-10-22,,PRO,20,980,11760,0,0,0,0,monthly,1,,,ACTIVE
S-f15008,A-0aaf6e,2024-12-07,2024-12-15,PRO,12,588,7056,0,0,0,1,annual,0,8.0,0.3,CHURNED
S-c76699,A-f9cc74,2024-11-26,,BASIC,30,570,6840,0,0,0,0,monthly,0,,,ACTIVE
S-7456c5,A-8ae3fc,2024-09-09,,BASIC,9,171,2052,0,0,0,0,monthly,1,,,ACTIVE
S-947b62,A-34ea2f,2024-12-25,,ENTERPRISE,16,3184,38208,0,0,0,0,annual,0,,,ACTIVE
S-7b2efe,A-af0cd2,2024-09-27,,BASIC,19,361,4332,0,0,0,0,monthly,0,,,ACTIVE
S-92421b,A-4e631b,2024-11-12,,PRO,22,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-ede618,A-463db0,2024-12-15,,PRO,15,735,8820,0,0,0,0,annual,1,,,ACTIVE
S-65b963,A-e888d1,2024-03-04,,BASIC,22,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-adbb41,A-9289f6,2024-12-11,,ENTERPRISE,24,0,0,1,0,0,0,annual,0,,,ACTIVE
S-ce6528,A-4a4c2d,2023-07-04,,BASIC,54,1026,12312,0,0,0,0,annual,1,,,ACTIVE
S-c45df0,A-a45270,2024-11-15,,ENTERPRISE,3,597,7164,0,0,0,0,monthly,0,,,ACTIVE
S-faee8b,A-56962b,2024-05-15,,PRO,163,0,0,1,0,0,0,monthly,0,,,ACTIVE
S-9bb9da,A-0be015,2024-12-24,,PRO,26,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-913134,A-bbc346,2024-11-29,,BASIC,40,760,9120,0,0,0,0,monthly,1,,,ACTIVE
S-0ada66,A-c4ea60,2024-07-29,,ENTERPRISE,18,3582,42984,0,0,0,0,monthly,0,,,ACTIVE
S-75fe32,A-3793ee,2024-03-13,,PRO,49,2401,28812,0,0,0,0,annual,1,,,ACTIVE
S-1dfdd0,A-712426,2024-12-30,,BASIC,13,247,2964,0,0,0,0,monthly,1,,,ACTIVE
S-4815a3,A-19b2c8,2023-08-01,,BASIC,22,418,5016,0,0,0,0,monthly,1,,,ACTIVE
S-691d69,A-cea1f0,2024-10-18,,ENTERPRISE,22,4378,52536,0,1,0,0,monthly,1,,,UPGRADED
S-e90e70,A-f51f16,2024-08-27,,BASIC,2,38,456,0,0,0,0,annual,1,,,ACTIVE
S-8eb6df,A-c7ffc2,2024-02-17,,ENTERPRISE,30,5970,71640,0,0,0,0,monthly,1,,,ACTIVE
S-4dae4f,A-6e08f3,2024-05-09,,ENTERPRISE,20,3980,47760,0,0,0,0,monthly,1,,,ACTIVE
S-f4376f,A-9ee962,2024-05-21,,BASIC,9,171,2052,0,0,0,0,annual,0,,,ACTIVE
S-ce5e0e,A-158f4e,2023-09-17,,PRO,61,2989,35868,0,0,0,0,annual,1,,,ACTIVE
S-5bc71c,A-d77f4c,2023-10-24,2024-02-19,BASIC,8,152,1824,0,0,0,1,monthly,1,118.0,3.9,CHURNED
S-80af85,A-2edab2,2023-11-22,,BASIC,17,323,3876,0,0,0,0,annual,1,,,ACTIVE
S-9a115f,A-f5641b,2024-12-29,,ENTERPRISE,45,8955,107460,0,0,0,0,monthly,1,,,ACTIVE
S-a959a3,A-ad3abd,2023-03-18,,ENTERPRISE,44,8756,105072,0,0,0,0,monthly,0,,,ACTIVE
S-6def60,A-1e1b80,2023-10-11,,BASIC,50,950,11400,0,0,0,0,monthly,1,,,ACTIVE
S-2a57b3,A-7e0a10,2024-06-29,,BASIC,46,874,10488,0,0,0,0,annual,1,,,ACTIVE
S-b39049,A-4e44e8,2024-11-08,,PRO,18,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-802cc6,A-eafc6e,2023-11-15,,ENTERPRISE,34,6766,81192,0,0,0,0,annual,1,,,ACTIVE
S-19c44c,A-8b0451,2024-12-09,,BASIC,41,779,9348,0,0,0,0,monthly,1,,,ACTIVE
S-396a83,A-1b7577,2024-11-28,,ENTERPRISE,4,796,9552,0,0,0,0,monthly,1,,,ACTIVE
S-d1aacf,A-c70870,2024-12-06,,BASIC,31,589,7068,0,1,0,0,annual,1,,,UPGRADED
S-2beaee,A-ffdfd5,2024-09-14,,PRO,92,4508,54096,0,0,0,0,annual,0,,,ACTIVE
S-16e21f,A-82d8a6,2024-12-13,,ENTERPRISE,27,5373,64476,0,0,0,0,annual,0,,,ACTIVE
S-a918f3,A-d27f50,2024-12-05,,ENTERPRISE,44,8756,105072,0,0,0,0,monthly,1,,,ACTIVE
S-b4b400,A-35083d,2024-04-16,,PRO,19,931,11172,0,1,0,0,annual,1,,,UPGRADED
S-52699f,A-df10db,2023-08-25,2024-12-03,BASIC,14,266,3192,0,0,0,1,monthly,1,466.0,15.5,CHURNED
S-52404a,A-cd458b,2024-10-26,,BASIC,26,494,5928,0,0,0,0,annual,1,,,ACTIVE
S-dacc80,A-6965e1,2024-12-30,,BASIC,13,247,2964,0,0,0,0,monthly,1,,,ACTIVE
S-91c435,A-dfbd31,2024-12-09,,BASIC,14,266,3192,0,0,0,0,monthly,1,,,ACTIVE
S-64d514,A-65aeb5,2024-09-06,,ENTERPRISE,56,11144,133728,0,0,0,0,annual,0,,,ACTIVE
S-006fed,A-ac9111,2023-10-09,2024-06-20,BASIC,21,399,4788,0,0,0,1,monthly,1,255.0,8.5,CHURNED
S-2aafa6,A-bbc346,2024-10-03,,ENTERPRISE,19,3781,45372,0,0,0,0,annual,1,,,ACTIVE
S-1577c3,A-544d0a,2024-11-29,,BASIC,3,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-3ea3af,A-019782,2024-05-16,,PRO,11,539,6468,0,0,0,0,monthly,0,,,ACTIVE
S-615537,A-7f4db3,2024-03-30,,PRO,16,784,9408,0,0,0,0,annual,1,,,ACTIVE
S-fc8463,A-4e44e8,2024-10-16,,BASIC,10,190,2280,0,0,0,0,annual,1,,,ACTIVE
S-8106d9,A-3a5ad8,2024-11-06,,PRO,36,1764,21168,0,0,0,0,monthly,0,,,ACTIVE
S-5b699e,A-b7b7b7,2024-09-16,,BASIC,24,456,5472,0,0,0,0,annual,1,,,ACTIVE
S-021297,A-5ed98d,2024-06-28,,ENTERPRISE,24,4776,57312,0,0,0,0,annual,1,,,ACTIVE
S-0f7a92,A-700ade,2024-12-23,,PRO,1,49,588,0,0,0,0,monthly,0,,,ACTIVE
S-85caaf,A-089363,2023-06-03,,PRO,2,98,1176,0,1,0,0,annual,1,,,UPGRADED
S-d8a52e,A-cc102e,2024-11-19,,ENTERPRISE,15,2985,35820,0,0,0,0,monthly,1,,,ACTIVE
S-7b3fd3,A-5a92e7,2024-07-08,2024-10-15,ENTERPRISE,4,796,9552,0,0,0,1,annual,1,99.0,3.3,CHURNED
S-9a1297,A-b11cd0,2024-07-20,,PRO,26,1274,15288,0,0,0,0,annual,1,,,ACTIVE
S-858aa0,A-6da850,2024-10-09,,ENTERPRISE,25,4975,59700,0,0,0,0,annual,0,,,ACTIVE
S-8b345c,A-c43359,2024-12-10,,PRO,38,0,0,1,0,1,0,monthly,1,,,DOWNGRADED
S-456829,A-f92792,2024-07-07,,PRO,26,1274,15288,0,0,0,0,annual,0,,,ACTIVE
S-c2cc5c,A-2bc93d,2023-11-24,,ENTERPRISE,20,3980,47760,0,0,0,0,annual,1,,,ACTIVE
S-2126cd,A-f45426,2024-12-29,,PRO,9,441,5292,0,0,0,0,monthly,0,,,ACTIVE
S-91ab2e,A-c62e55,2023-11-15,,PRO,34,1666,19992,0,0,0,0,annual,0,,,ACTIVE
S-8cba1c,A-4814a3,2024-10-19,,ENTERPRISE,87,0,0,1,0,0,0,monthly,0,,,ACTIVE
S-6ee525,A-9badbd,2024-09-05,,ENTERPRISE,23,4577,54924,0,0,0,0,annual,1,,,ACTIVE
S-400e62,A-0f3e88,2024-04-18,,BASIC,14,266,3192,0,0,0,0,annual,0,,,ACTIVE
S-5f2554,A-81edc3,2023-11-07,,PRO,12,588,7056,0,0,0,0,monthly,0,,,ACTIVE
S-877508,A-b3fe05,2024-06-06,,PRO,11,0,0,1,0,0,0,annual,1,,,ACTIVE
S-37b367,A-a8d89d,2024-09-17,,BASIC,13,247,2964,0,0,0,0,annual,1,,,ACTIVE
S-ac6547,A-b20d99,2024-07-19,,BASIC,20,380,4560,0,0,0,0,annual,1,,,ACTIVE
S-525864,A-a09355,2024-12-29,,PRO,14,686,8232,0,0,0,0,monthly,1,,,ACTIVE
S-856627,A-b48f73,2024-11-24,,PRO,80,3920,47040,0,0,0,0,annual,0,,,ACTIVE
S-195cd5,A-ae052e,2024-11-28,2024-12-06,PRO,40,1960,23520,0,0,0,1,monthly,1,8.0,0.3,CHURNED
S-4e4ab7,A-eb1312,2024-10-08,,BASIC,25,475,5700,0,0,0,0,monthly,0,,,ACTIVE
S-cfca40,A-7d514c,2024-04-01,,ENTERPRISE,34,6766,81192,0,0,0,0,monthly,1,,,ACTIVE
S-a82909,A-3a5ad8,2024-11-19,,ENTERPRISE,70,13930,167160,0,0,0,0,annual,1,,,ACTIVE
S-ab212b,A-f1f639,2024-01-16,,BASIC,2,38,456,0,1,0,0,monthly,1,,,UPGRADED
S-92e1fc,A-45ce7a,2024-04-13,,PRO,16,0,0,1,0,0,0,monthly,1,,,ACTIVE
S-add36b,A-e3bd71,2024-03-20,,ENTERPRISE,31,6169,74028,0,1,1,0,monthly,1,,,UPGRADED
S-dcde3f,A-ffc04f,2024-08-05,,PRO,13,0,0,1,0,0,0,monthly,0,,,ACTIVE
S-94fa70,A-1b7577,2024-12-30,,PRO,41,2009,24108,0,0,0,0,monthly,1,,,ACTIVE
S-80f65d,A-474ad4,2024-01-06,,BASIC,23,437,5244,0,0,0,0,monthly,1,,,ACTIVE
S-1b373c,A-5b1bcd,2024-07-04,,PRO,73,3577,42924,0,0,0,0,annual,0,,,ACTIVE
S-54a3ed,A-f446b6,2024-07-21,,PRO,5,245,2940,0,0,0,0,monthly,1,,,ACTIVE
S-77c22b,A-6c093d,2024-03-13,,ENTERPRISE,7,1393,16716,0,0,0,0,annual,1,,,ACTIVE
S-bf9e6d,A-9779ad,2024-10-23,,ENTERPRISE,40,7960,95520,0,0,0,0,annual,1,,,ACTIVE
S-9daaad,A-e693b6,2024-03-21,,ENTERPRISE,55,0,0,1,0,0,0,monthly,1,,,ACTIVE
